axis,param,value,seed,n_steps,n_cancer,n_genes,shannon,n_subclones,tmb,tmb_frac,driver_enrichment,clone_confinement,fga,mean_ploidy,hypoxia_contrast,deme_occupancy,vaf_1f_rsq,program_within_clone_frac,degenerate,flags
driver_effects,driver_effects,3.0,2,1600,242,1000,5.087905485331001,13,11.181818181818182,0.011181818181818182,0.5836684121258953,0.605249302841336,0.4338842975206614,2.657024793388431,,5.041666666666667,0.7809358152557058,,False,
prop_driver,prop_driver,0.0,0,1600,252,1000,5.198248788808382,11,8.623015873015873,0.008623015873015873,,0.7369571143006813,0.4873015873015871,1.6119047619047615,,4.666666666666667,0.9461335339843526,,False,
prop_driver,prop_driver,0.0,1,1600,254,1000,5.1306347475766705,15,8.362204724409448,0.008362204724409449,,0.6445797317875175,0.43622047244094503,1.9401574803149617,,4.7924528301886795,0.9143480072273906,,False,
prop_driver,prop_driver,0.0,2,1600,240,1000,5.090352503136087,9,10.9375,0.0109375,,0.7431155589027947,0.2891666666666668,2.000833333333334,,4.528301886792453,0.9476189874193034,,False,
prop_driver,prop_driver,0.05,0,1600,262,1000,5.176760611683633,12,12.202290076335878,0.012202290076335878,0.9529059033294905,0.7549963415136314,0.3244274809160308,1.9389312977099245,,4.678571428571429,0.7247043594806015,,False,
prop_driver,prop_driver,0.05,1,1600,280,1000,5.187189811445265,14,15.257142857142858,0.015257142857142858,1.9435322884807384,0.7091463093427197,0.2714285714285717,1.843571428571429,,4.827586206896552,0.5327069179321897,,False,
prop_driver,prop_driver,0.05,2,1600,284,1000,5.185908759738348,15,15.795774647887324,0.015795774647887326,1.6685515243237965,0.6972598390252459,0.2450704225352116,1.9619718309859153,,4.2388059701492535,0.7507518744292614,,False,
prop_driver,prop_driver,0.1,0,1600,320,1000,5.126935673290699,14,12.1375,0.012137499999999999,0.40999448860990406,0.6406102004025533,0.56125,2.0806250000000004,,4.266666666666667,0.8440665025720732,,False,
prop_driver,prop_driver,0.1,1,1600,298,1000,5.227735837273473,11,15.788590604026846,0.015788590604026844,0.7316770583605524,0.565415055921535,0.4885906040268458,2.747651006711408,,5.0508474576271185,0.7113665931169423,,False,
prop_driver,prop_driver,0.1,2,1600,278,1000,5.246059003401164,14,10.726618705035971,0.01072661870503597,1.2020341892328683,0.655907850180821,0.4985611510791369,2.413669064748201,,4.87719298245614,0.4064142240500992,,False,
prop_driver,prop_driver,0.3,0,1600,224,1000,5.057634658150548,9,21.90625,0.02190625,1.3543999502801143,0.7064530445446437,0.2651785714285715,1.9223214285714287,,4.571428571428571,0.8561979580247917,,False,
prop_driver,prop_driver,0.3,1,1600,318,1000,5.324870759135231,9,8.367924528301886,0.008367924528301885,0.8654083155944541,0.6575323254796198,0.3383647798742145,1.8000000000000027,,5.129032258064516,0.6246261051528589,,False,
prop_driver,prop_driver,0.3,2,1600,306,1000,5.203446304809695,8,16.45098039215686,0.01645098039215686,0.8607392461560628,0.6544941062275914,0.2960784313725494,2.024183006535947,,4.707692307692308,0.6772174366752305,,False,
prop_driver,prop_driver,0.6,0,1600,240,1000,5.115570930189801,10,17.920833333333334,0.017920833333333334,1.5617811887050164,0.64605483725638,0.42333333333333345,1.695000000000001,,4.615384615384615,0.9192326986272534,,False,
prop_driver,prop_driver,0.6,1,1600,264,1000,5.160119091520897,13,8.5,0.0085,1.1371813310250556,0.7206015421687747,0.4492424242424244,1.7825757575757595,,4.981132075471698,0.9321036446443343,,False,
prop_driver,prop_driver,0.6,2,1600,272,1000,5.182744606831385,14,10.363970588235293,0.010363970588235294,0.8135642600363598,0.6313881630513168,0.24926470588235325,1.985294117647058,,5.037037037037037,0.8682626531846175,,False,
carrying_capacity,carrying_capacity,1.0,0,1600,0,1000,0.0,0,0.0,0.0,,,,,,,,,True,extinct
carrying_capacity,carrying_capacity,1.0,1,1600,0,1000,0.0,0,0.0,0.0,,,,,,,,,True,extinct
carrying_capacity,carrying_capacity,1.0,2,1600,0,1000,0.0,0,0.0,0.0,,,,,,,,,True,extinct
carrying_capacity,carrying_capacity,2.0,0,1600,0,1000,0.0,0,0.0,0.0,,,,,,,,,True,extinct
carrying_capacity,carrying_capacity,2.0,1,1600,0,1000,0.0,0,0.0,0.0,,,,,,,,,True,extinct
